node_id,node_index,date,day,sales_order,production,delivery,factory_issue,group,sub_group,plant,storage_location,day_of_week,is_weekend,month,day_of_month,y_h14,split,sales_order_lag1,sales_order_lag2,sales_order_lag3,sales_order_lag4,sales_order_lag5,sales_order_lag6,sales_order_lag7,sales_order_lag8,sales_order_lag9,sales_order_lag10,sales_order_lag11,sales_order_lag12,sales_order_lag13,sales_order_lag14,sales_order_lag15,sales_order_lag16,sales_order_lag17,sales_order_lag18,sales_order_lag19,sales_order_lag20,sales_order_lag21,sales_order_lag22,sales_order_lag23,sales_order_lag24,sales_order_lag25,sales_order_lag26,sales_order_lag27,sales_order_lag28,sales_order_lag29,sales_order_lag30,production_lag1,production_lag2,production_lag3,production_lag4,production_lag5,production_lag6,production_lag7,production_lag8,production_lag9,production_lag10,production_lag11,production_lag12,production_lag13,production_lag14,production_lag15,production_lag16,production_lag17,production_lag18,production_lag19,production_lag20,production_lag21,production_lag22,production_lag23,production_lag24,production_lag25,production_lag26,production_lag27,production_lag28,production_lag29,production_lag30,delivery_lag1,delivery_lag2,delivery_lag3,delivery_lag4,delivery_lag5,delivery_lag6,delivery_lag7,delivery_lag8,delivery_lag9,delivery_lag10,delivery_lag11,delivery_lag12,delivery_lag13,delivery_lag14,delivery_lag15,delivery_lag16,delivery_lag17,delivery_lag18,delivery_lag19,delivery_lag20,delivery_lag21,delivery_lag22,delivery_lag23,delivery_lag24,delivery_lag25,delivery_lag26,delivery_lag27,delivery_lag28,delivery_lag29,delivery_lag30,factory_issue_lag1,factory_issue_lag2,factory_issue_lag3,factory_issue_lag4,factory_issue_lag5,factory_issue_lag6,factory_issue_lag7,factory_issue_lag8,factory_issue_lag9,factory_issue_lag10,factory_issue_lag11,factory_issue_lag12,factory_issue_lag13,factory_issue_lag14,factory_issue_lag15,factory_issue_lag16,factory_issue_lag17,factory_issue_lag18,factory_issue_lag19,factory_issue_lag20,factory_issue_lag21,factory_issue_lag22,factory_issue_lag23,factory_issue_lag24,factory_issue_lag25,factory_issue_lag26,factory_issue_lag27,factory_issue_lag28,factory_issue_lag29,factory_issue_lag30,sales_order_roll30_mean,sales_order_roll30_std,sales_order_roll30_max,sales_order_roll30_min,production_roll30_mean,production_roll30_std,production_roll30_max,production_roll30_min,delivery_roll30_mean,delivery_roll30_std,delivery_roll30_max,delivery_roll30_min,factory_issue_roll30_mean,factory_issue_roll30_std,factory_issue_roll30_max,factory_issue_roll30_min
AT5X5K,22,2023-01-31,31,2101.0,1200,767.0,990.0,A,AT,1919,1930.0,1,False,1,31,3623.0,train,569.0,2444.0,15.0,0.0,1211.0,247.0,864.0,1120.0,1161.0,507.0,0.0,1457.0,1697.0,1746.0,2303.0,2632.0,338.6,0.0,2020.0,1453.0,2414.0,2254.0,3322.0,10.0,0.0,3504.0,909.8,2355.0,1070.0,2642.0,1200.0,1500.0,0.0,0.0,0.0,2000.0,500.0,500.0,500.0,500.0,3000.0,2500.0,2000.0,1000.0,700.0,1000.0,1500.0,2000.0,2000.0,2000.0,2000.0,1500.0,1500.0,1500.0,1000.0,2000.0,2000.0,2000.0,1500.0,1500.0,1406.0,1132.0,424.0,837.0,334.0,839.0,965.0,847.4,770.0,1231.0,715.0,1751.0,2063.6,1990.0,2454.0,901.0,1218.0,538.0,1824.0,2590.0,1559.0,3501.94,1225.0,1667.0,1147.0,735.8,2439.0,2215.6,2317.0,707.0,1420.0,710.0,455.0,1080.0,595.0,1210.0,820.0,530.0,705.0,1239.0,990.0,1900.0,1775.0,1786.0,2600.0,1110.0,1040.0,880.0,2026.0,2905.0,1200.0,3129.0,1009.0,1672.0,1437.0,1100.0,2265.0,2964.0,1720.0,970.0,1324.1466666666668,1043.416572258831,3504.0,0.0,1353.3333333333333,769.5647374051588,3000.0,0.0,1413.4779999999998,762.4089948875979,3501.94,334.0,1442.0666666666666,738.2744529076514,3129.0,455.0
AT5X5K,22,2023-02-01,32,180.4,700,1593.0,1450.0,A,AT,1919,1930.0,2,False,2,1,1213.2,train,2101.0,569.0,2444.0,15.0,0.0,1211.0,247.0,864.0,1120.0,1161.0,507.0,0.0,1457.0,1697.0,1746.0,2303.0,2632.0,338.6,0.0,2020.0,1453.0,2414.0,2254.0,3322.0,10.0,0.0,3504.0,909.8,2355.0,1070.0,1200.0,1200.0,1500.0,0.0,0.0,0.0,2000.0,500.0,500.0,500.0,500.0,3000.0,2500.0,2000.0,1000.0,700.0,1000.0,1500.0,2000.0,2000.0,2000.0,2000.0,1500.0,1500.0,1500.0,1000.0,2000.0,2000.0,2000.0,1500.0,767.0,1406.0,1132.0,424.0,837.0,334.0,839.0,965.0,847.4,770.0,1231.0,715.0,1751.0,2063.6,1990.0,2454.0,901.0,1218.0,538.0,1824.0,2590.0,1559.0,3501.94,1225.0,1667.0,1147.0,735.8,2439.0,2215.6,2317.0,990.0,1420.0,710.0,455.0,1080.0,595.0,1210.0,820.0,530.0,705.0,1239.0,990.0,1900.0,1775.0,1786.0,2600.0,1110.0,1040.0,880.0,2026.0,2905.0,1200.0,3129.0,1009.0,1672.0,1437.0,1100.0,2265.0,2964.0,1720.0,1294.4933333333333,1063.3391203099834,3504.0,0.0,1326.6666666666667,778.1203405436822,3000.0,0.0,1389.3446666666666,744.0606297076332,3501.94,334.0,1433.0666666666666,736.4128308708807,3129.0,455.0
AT5X5K,22,2023-02-02,33,307.0,2000,197.0,60.0,A,AT,1919,1930.0,3,False,2,2,334.8,train,180.4,2101.0,569.0,2444.0,15.0,0.0,1211.0,247.0,864.0,1120.0,1161.0,507.0,0.0,1457.0,1697.0,1746.0,2303.0,2632.0,338.6,0.0,2020.0,1453.0,2414.0,2254.0,3322.0,10.0,0.0,3504.0,909.8,2355.0,700.0,1200.0,1200.0,1500.0,0.0,0.0,0.0,2000.0,500.0,500.0,500.0,500.0,3000.0,2500.0,2000.0,1000.0,700.0,1000.0,1500.0,2000.0,2000.0,2000.0,2000.0,1500.0,1500.0,1500.0,1000.0,2000.0,2000.0,2000.0,1593.0,767.0,1406.0,1132.0,424.0,837.0,334.0,839.0,965.0,847.4,770.0,1231.0,715.0,1751.0,2063.6,1990.0,2454.0,901.0,1218.0,538.0,1824.0,2590.0,1559.0,3501.94,1225.0,1667.0,1147.0,735.8,2439.0,2215.6,1450.0,990.0,1420.0,710.0,455.0,1080.0,595.0,1210.0,820.0,530.0,705.0,1239.0,990.0,1900.0,1775.0,1786.0,2600.0,1110.0,1040.0,880.0,2026.0,2905.0,1200.0,3129.0,1009.0,1672.0,1437.0,1100.0,2265.0,2964.0,1226.2266666666667,1058.6372342531347,3504.0,0.0,1326.6666666666667,778.1203405436822,3000.0,0.0,1322.0580000000002,757.9082708276546,3501.94,197.0,1336.2666666666667,718.8894660292473,3129.0,60.0
AT5X5K,22,2023-02-03,34,0.0,2000,221.0,330.0,A,AT,1919,1930.0,4,False,2,3,0.0,train,307.0,180.4,2101.0,569.0,2444.0,15.0,0.0,1211.0,247.0,864.0,1120.0,1161.0,507.0,0.0,1457.0,1697.0,1746.0,2303.0,2632.0,338.6,0.0,2020.0,1453.0,2414.0,2254.0,3322.0,10.0,0.0,3504.0,909.8,2000.0,700.0,1200.0,1200.0,1500.0,0.0,0.0,0.0,2000.0,500.0,500.0,500.0,500.0,3000.0,2500.0,2000.0,1000.0,700.0,1000.0,1500.0,2000.0,2000.0,2000.0,2000.0,1500.0,1500.0,1500.0,1000.0,2000.0,2000.0,197.0,1593.0,767.0,1406.0,1132.0,424.0,837.0,334.0,839.0,965.0,847.4,770.0,1231.0,715.0,1751.0,2063.6,1990.0,2454.0,901.0,1218.0,538.0,1824.0,2590.0,1559.0,3501.94,1225.0,1667.0,1147.0,735.8,2439.0,60.0,1450.0,990.0,1420.0,710.0,455.0,1080.0,595.0,1210.0,820.0,530.0,705.0,1239.0,990.0,1900.0,1775.0,1786.0,2600.0,1110.0,1040.0,880.0,2026.0,2905.0,1200.0,3129.0,1009.0,1672.0,1437.0,1100.0,2265.0,1195.9,1080.813643383603,3504.0,0.0,1326.6666666666667,778.1203405436822,3000.0,0.0,1248.1246666666668,753.3627742088655,3501.94,197.0,1271.7666666666667,719.4940599468842,3129.0,60.0
AT5X5K,22,2023-02-04,35,220.0,500,195.4,230.0,A,AT,1919,1930.0,5,True,2,4,11.0,train,0.0,307.0,180.4,2101.0,569.0,2444.0,15.0,0.0,1211.0,247.0,864.0,1120.0,1161.0,507.0,0.0,1457.0,1697.0,1746.0,2303.0,2632.0,338.6,0.0,2020.0,1453.0,2414.0,2254.0,3322.0,10.0,0.0,3504.0,2000.0,2000.0,700.0,1200.0,1200.0,1500.0,0.0,0.0,0.0,2000.0,500.0,500.0,500.0,500.0,3000.0,2500.0,2000.0,1000.0,700.0,1000.0,1500.0,2000.0,2000.0,2000.0,2000.0,1500.0,1500.0,1500.0,1000.0,2000.0,221.0,197.0,1593.0,767.0,1406.0,1132.0,424.0,837.0,334.0,839.0,965.0,847.4,770.0,1231.0,715.0,1751.0,2063.6,1990.0,2454.0,901.0,1218.0,538.0,1824.0,2590.0,1559.0,3501.94,1225.0,1667.0,1147.0,735.8,330.0,60.0,1450.0,990.0,1420.0,710.0,455.0,1080.0,595.0,1210.0,820.0,530.0,705.0,1239.0,990.0,1900.0,1775.0,1786.0,2600.0,1110.0,1040.0,880.0,2026.0,2905.0,1200.0,3129.0,1009.0,1672.0,1437.0,1100.0,1086.4333333333334,1002.4479088137485,3322.0,0.0,1276.6666666666667,781.5472423046624,3000.0,0.0,1230.1113333333333,772.2588201067332,3501.94,195.4,1242.7666666666667,743.7793371013009,3129.0,60.0
AT5X5K,22,2023-02-05,36,732.0,500,445.0,340.0,A,AT,1919,1930.0,6,True,2,5,1097.0,train,220.0,0.0,307.0,180.4,2101.0,569.0,2444.0,15.0,0.0,1211.0,247.0,864.0,1120.0,1161.0,507.0,0.0,1457.0,1697.0,1746.0,2303.0,2632.0,338.6,0.0,2020.0,1453.0,2414.0,2254.0,3322.0,10.0,0.0,500.0,2000.0,2000.0,700.0,1200.0,1200.0,1500.0,0.0,0.0,0.0,2000.0,500.0,500.0,500.0,500.0,3000.0,2500.0,2000.0,1000.0,700.0,1000.0,1500.0,2000.0,2000.0,2000.0,2000.0,1500.0,1500.0,1500.0,1000.0,195.4,221.0,197.0,1593.0,767.0,1406.0,1132.0,424.0,837.0,334.0,839.0,965.0,847.4,770.0,1231.0,715.0,1751.0,2063.6,1990.0,2454.0,901.0,1218.0,538.0,1824.0,2590.0,1559.0,3501.94,1225.0,1667.0,1147.0,230.0,330.0,60.0,1450.0,990.0,1420.0,710.0,455.0,1080.0,595.0,1210.0,820.0,530.0,705.0,1239.0,990.0,1900.0,1775.0,1786.0,2600.0,1110.0,1040.0,880.0,2026.0,2905.0,1200.0,3129.0,1009.0,1672.0,1437.0,1110.8333333333333,983.8274534494957,3322.0,0.0,1260.0,792.8995240081895,3000.0,0.0,1206.7113333333332,785.3879424394007,3501.94,195.4,1206.2,760.6750812997261,3129.0,60.0
AT5X5K,22,2023-02-06,37,1440.0,500,913.0,1060.0,A,AT,1919,1930.0,0,False,2,6,2253.0,train,732.0,220.0,0.0,307.0,180.4,2101.0,569.0,2444.0,15.0,0.0,1211.0,247.0,864.0,1120.0,1161.0,507.0,0.0,1457.0,1697.0,1746.0,2303.0,2632.0,338.6,0.0,2020.0,1453.0,2414.0,2254.0,3322.0,10.0,500.0,500.0,2000.0,2000.0,700.0,1200.0,1200.0,1500.0,0.0,0.0,0.0,2000.0,500.0,500.0,500.0,500.0,3000.0,2500.0,2000.0,1000.0,700.0,1000.0,1500.0,2000.0,2000.0,2000.0,2000.0,1500.0,1500.0,1500.0,445.0,195.4,221.0,197.0,1593.0,767.0,1406.0,1132.0,424.0,837.0,334.0,839.0,965.0,847.4,770.0,1231.0,715.0,1751.0,2063.6,1990.0,2454.0,901.0,1218.0,538.0,1824.0,2590.0,1559.0,3501.94,1225.0,1667.0,340.0,230.0,330.0,60.0,1450.0,990.0,1420.0,710.0,455.0,1080.0,595.0,1210.0,820.0,530.0,705.0,1239.0,990.0,1900.0,1775.0,1786.0,2600.0,1110.0,1040.0,880.0,2026.0,2905.0,1200.0,3129.0,1009.0,1672.0,1158.5,963.0757233808342,3322.0,0.0,1226.6666666666667,803.4122630180696,3000.0,0.0,1181.578,782.2082477165924,3501.94,195.4,1185.8,755.9440501098952,3129.0,60.0
AT5X5K,22,2023-02-07,38,1082.0,0,1370.0,1290.0,A,AT,1919,1930.0,1,False,2,7,0.0,train,1440.0,732.0,220.0,0.0,307.0,180.4,2101.0,569.0,2444.0,15.0,0.0,1211.0,247.0,864.0,1120.0,1161.0,507.0,0.0,1457.0,1697.0,1746.0,2303.0,2632.0,338.6,0.0,2020.0,1453.0,2414.0,2254.0,3322.0,500.0,500.0,500.0,2000.0,2000.0,700.0,1200.0,1200.0,1500.0,0.0,0.0,0.0,2000.0,500.0,500.0,500.0,500.0,3000.0,2500.0,2000.0,1000.0,700.0,1000.0,1500.0,2000.0,2000.0,2000.0,2000.0,1500.0,1500.0,913.0,445.0,195.4,221.0,197.0,1593.0,767.0,1406.0,1132.0,424.0,837.0,334.0,839.0,965.0,847.4,770.0,1231.0,715.0,1751.0,2063.6,1990.0,2454.0,901.0,1218.0,538.0,1824.0,2590.0,1559.0,3501.94,1225.0,1060.0,340.0,230.0,330.0,60.0,1450.0,990.0,1420.0,710.0,455.0,1080.0,595.0,1210.0,820.0,530.0,705.0,1239.0,990.0,1900.0,1775.0,1786.0,2600.0,1110.0,1040.0,880.0,2026.0,2905.0,1200.0,3129.0,1009.0,1083.8333333333333,872.0921591339924,2632.0,0.0,1176.6666666666667,831.9828137040153,3000.0,0.0,1186.4113333333332,782.933455747802,3501.94,195.4,1195.1666666666667,755.4185450205201,3129.0,60.0
AT5X5K,22,2023-02-08,39,569.0,0,742.0,1373.0,A,AT,1919,1930.0,2,False,2,8,2434.0,train,1082.0,1440.0,732.0,220.0,0.0,307.0,180.4,2101.0,569.0,2444.0,15.0,0.0,1211.0,247.0,864.0,1120.0,1161.0,507.0,0.0,1457.0,1697.0,1746.0,2303.0,2632.0,338.6,0.0,2020.0,1453.0,2414.0,2254.0,0.0,500.0,500.0,500.0,2000.0,2000.0,700.0,1200.0,1200.0,1500.0,0.0,0.0,0.0,2000.0,500.0,500.0,500.0,500.0,3000.0,2500.0,2000.0,1000.0,700.0,1000.0,1500.0,2000.0,2000.0,2000.0,2000.0,1500.0,1370.0,913.0,445.0,195.4,221.0,197.0,1593.0,767.0,1406.0,1132.0,424.0,837.0,334.0,839.0,965.0,847.4,770.0,1231.0,715.0,1751.0,2063.6,1990.0,2454.0,901.0,1218.0,538.0,1824.0,2590.0,1559.0,3501.94,1290.0,1060.0,340.0,230.0,330.0,60.0,1450.0,990.0,1420.0,710.0,455.0,1080.0,595.0,1210.0,820.0,530.0,705.0,1239.0,990.0,1900.0,1775.0,1786.0,2600.0,1110.0,1040.0,880.0,2026.0,2905.0,1200.0,3129.0,1027.6666666666667,848.0590371988926,2632.0,0.0,1126.6666666666667,856.5904076259442,3000.0,0.0,1094.4133333333334,652.8050497043816,2590.0,195.4,1136.6333333333334,662.7577434000916,2905.0,60.0
AT5X5K,22,2023-02-09,40,1862.0,0,945.0,550.0,A,AT,1919,1930.0,3,False,2,9,365.0,train,569.0,1082.0,1440.0,732.0,220.0,0.0,307.0,180.4,2101.0,569.0,2444.0,15.0,0.0,1211.0,247.0,864.0,1120.0,1161.0,507.0,0.0,1457.0,1697.0,1746.0,2303.0,2632.0,338.6,0.0,2020.0,1453.0,2414.0,0.0,0.0,500.0,500.0,500.0,2000.0,2000.0,700.0,1200.0,1200.0,1500.0,0.0,0.0,0.0,2000.0,500.0,500.0,500.0,500.0,3000.0,2500.0,2000.0,1000.0,700.0,1000.0,1500.0,2000.0,2000.0,2000.0,2000.0,742.0,1370.0,913.0,445.0,195.4,221.0,197.0,1593.0,767.0,1406.0,1132.0,424.0,837.0,334.0,839.0,965.0,847.4,770.0,1231.0,715.0,1751.0,2063.6,1990.0,2454.0,901.0,1218.0,538.0,1824.0,2590.0,1559.0,1373.0,1290.0,1060.0,340.0,230.0,330.0,60.0,1450.0,990.0,1420.0,710.0,455.0,1080.0,595.0,1210.0,820.0,530.0,705.0,1239.0,990.0,1900.0,1775.0,1786.0,2600.0,1110.0,1040.0,880.0,2026.0,2905.0,1200.0,1009.2666666666667,822.5476610583994,2632.0,0.0,1060.0,864.0721553523016,3000.0,0.0,1073.9466666666667,647.339264956192,2590.0,195.4,1114.9666666666667,671.1859541568724,2905.0,60.0
